6,71544890,71548970,17468,41057,0,7,-8,103,134,0,42266,45009,4738,37600,23371,34886,42581,30833,54463,46672,29827,50653,22404,42006
6,71544890,71548970,17468,57635,1,11,-8,105,34571,63263,32474,28891,64156,3989,20025,51273,50999,44915,12366,12194,56601,45801,56259,25377
6,71544890,71548970,17468,41833,2,18,-8,104,22213,4698,25686,61093,59872,57428,29666,48103,3854,28685,20946,2456,39025,39193,8216,56977
6,71548986,71553066,17469,48817,0,0,-11,101,141,0,48308,61297,3567,47603,62396,22417,33998,38287,11299,4683,34641,46586,58998,34432
6,71548986,71553066,17469,15379,1,3,-9,103,2530,54639,15104,14815,42972,60925,18422,39857,21089,7641,9154,14894,3857,30977,28851,56110
6,71548986,71553066,17469,46137,2,5,-8,105,6437,32215,64148,24108,51940,39260,18930,50449,27912,33729,41084,5462,39136,62959,33684,5477
6,71548986,71553066,17469,7339,3,6,-10,106,38047,43012,1655,35970,8369,42514,58322,7160,181,61394,1679,6791,23586,13308,28491,28641
6,71548986,71553066,17469,22017,4,10,-9,104,14020,17337,21499,42967,27577,40774,46278,20201,41965,61446
6,71553082,71557162,17470,515,0,13,-8,103,150,0,31771,59495,29821,49348,27829,17821,64120,16806,52548,18143,55790,6140,52370,1418
6,71553082,71557162,17470,1545,1,18,-12,103,27984,56581,31410,61797,39135,40946,27063,57117,57115,15988,44421,6364,30966,18484,42107,61191
6,71553082,71557162,17470,4635,2,22,-8,102,37811,43329,34033,32843,36411,20034,29169,46913,8656,62918,25063,19413,19877,16185,30375,3316
6,71553082,71557162,17470,13905,3,24,-8,105,28108,13963,39379,19396,32922,7621,11024,16894,20569,21618,46042,11934,15345,34038,23165,39696
6,71553082,71557162,17470,41715,4,29,-11,103,34976,31438,15164,2239,9517,30327,40198,24921,15287,63118,14686,37082,3555,51338,14232,27568
6,71553082,71557162,17470,59609,5,30,-13,104,44943,23496
6,71557178,71561258,17471,47755,0,0,-11,103,140,0,61391,28651,44888,42110,10308,34055,45446,19832,11885,7587,3399,17848,435,45953
6,71557178,71561258,17471,12193,1,2,-11,104,44315,43338,25427,2286,62880,64714,1498,50547,51441,13234,39864,31792,39388,11725,31748,18793
6,71561274,71565354,17472,44201,0,1,-9,105,148,0,36532,10755,10624,21476,322,7326,2709,153,11263,50880,29964,65116,27195,2276
6,71561274,71565354,17472,1531,1,2,-9,102,24370,23993,63372,28188,56539,46278,4052,31663,46334,56886,45324,8022,65013,62768,2834,50470
6,71561274,71565354,17472,4593,2,16,-10,103,21135,36025,36132,26599,35821,56934,677,2169,1985,41341,1086,49952,40728,30913,10975,2987
6,71561274,71565354,17472,13779,3,34,-9,104,33001,51844,64815,9039,16414,1064,20719,49716,19567,60198,21107,3156,48286,38711,19273,7633
6,71565370,71569450,17473,58475,0,31,-10,104,138,0,62159,32521,36901,24857,63564,62560,53696,33348,15438,48294,35978,14739,63078,891
6,71565370,71569450,17473,44353,1,32,-15,99,1308,44977,43463,5497,14463,29903,37277,49961,41570,47474,63324,50296,21073,34094,23797,52431
6,71565370,71569450,17473,1987,2,33,-13,102,6264,31884,7031,15625,23384,56484,17807,14420,53571,58183,14867,53364,57123,16636,12152,53017
6,71569466,71573546,17474,17883,0,3,-13,103,135,0,26333,16794,14310,8168,63360,23367,12435,23684,21773,59203,26398,28600,43158,4328
6,71569466,71573546,17474,53649,1,4,-13,104,20055,41976,28758,47628,30783,30815,13804,50152,46157,52754,14049,63627,16706,40594,55643,2418
6,71569466,71573546,17474,29875,2,9,-13,100,31832,8129,36011,51848,64788,20878,14822,45075,17740,52307,21685,14055,46673,48940,61631,19273
6,71569466,71573546,17474,24089,3,10,-13,105,51456,40582,56194,2210,59572,47877,19122,16012,46341,56649,20249,5484,3616,48349,31157,9241
6,71569466,71573546,17474,6731,4,19,-13,103,577,47094,403,60160,60121,30914,22555,20341,200,18352
6,71573562,71577642,17475,20193,0,4,-9,106,131,0,15578,24137,55093,37636,19928,11780,46178,64946,36144,35531,26552,41593,33908,15298
6,71573562,71577642,17475,60579,1,5,-9,104,21183,6671,30351,31531,31669,28510,58848,40078,48299,21810,53087,31410,64831,38768,41311,35969
6,71573562,71577642,17475,50665,2,6,-14,104,34545,36084,51935,63504,5993,5021,63407,4888,52344,56963,46605,17996,26133,5574,60699,55065
6,71573562,71577642,17475,20923,3,26,-14,105,29104,12416,13369,46389,44886,2275,61015,44951,63935,50523,50754,7210,60418,47601,53410,33681
6,71573562,71577642,17475,62769,4,30,-14,105,45435,58365,36622,60841,738,62332,37118,25007,58076,42991
6,71577658,71581738,17476,57235,0,1,-14,104,128,0,29613,7560,24538,39326,24846,57738,24941,61218,48835,59188,19585,35259,26692,49576
6,71577658,71581738,17476,40633,1,4,-13,104,5071,61303,34072,38262,24588,49795,60566,61305,24387,46194,10187,62941,44520,61360,63451,19529
6,71577658,71581738,17476,56363,2,31,-14,104,50355,23344,25133,30621,10787,33488,10694,33734,35967,9926,63672,17240,42138,24107,46407,37627
6,71581754,71585834,17477,48515,0,2,-12,106,138,0,42871,4062,3345,24479,27996,10324,50939,23490,38874,62887,54591,10560,3363,25797
6,71581754,71585834,17477,14473,1,13,-12,101,43107,31023,32094,33055,46756,20422,64691,57098,10792,43630,1924,14424,63497,61164,30687,6818
6,71581754,71585834,17477,43419,2,14,-12,103,5113,55074,36303,20483,16986,57324,18603,61342,36867,59664,11839,52423,64011,3507,19476,22639
6,71581754,71585834,17477,64721,3,17,-12,104,15849,9143,30552,36944,62473,38291,60308,34889,41578,15582,45962,9806,29116,63532,48509,58574
6,71581754,71585834,17477,63091,4,18,-12,102,35627,52103,52787,30085,44187,26164,7134,32429,2809,47943
6,71585850,71589930,17478,58201,0,0,-13,104,132,0,54243,59353,64848,20044,3315,2539,54332,51391,31740,49885,54477,10583,6256,61757
6,71585850,71589930,17478,43531,1,20,-13,102,26950,37123,225,21887,45920,24234,6151,36160,3771,54096,5575,18781,8410,9160,21744,53308
6,71585850,71589930,17478,65057,2,21,-13,105,31430,39888,27437,34993,18743,20507,65220,14213,53742,26629,46085,30246,12213,6164,35312,60896
6,71585850,71589930,17478,64099,3,27,-14,103,59174,12183,59801,30772,50250,2925,13317,30794,13775,63132,37995,58670,22096,54202,48716,10127
6,71585850,71589930,17478,61225,4,28,-13,105,30716,48274,24928,36851,57485,5638,26551,33552,18079,36256
6,71589946,71594026,17479,52603,0,23,-13,104,139,0,37980,53404,40274,34398,38523,12099,21967,27886,15831,6519,27517,4508,16559,4537
6,71589946,71594026,17479,26737,1,24,-14,105,23788,21114,50586,49116,15708,13246,57765,62219,18925,18285,57604,5613,56025,61690,14902,33018
6,71594042,71598122,17480,44025,0,11,-14,106,149,0,23000,13251,23536,7601,35184,28813,50160,24400,63459,22773,44220,26593,64350,59414
6,71594042,71598122,17480,1003,1,15,-14,104,15505,6287,58621,59982,3711,56532,30975,59280,45726,27084,51989,64664,29964,34400,50306,4942
6,71594042,71598122,17480,3009,2,19,-12,102,30267,22475,21723,1168,82,31410,9631,16589,29279,57969,57967,55935,38217,18672,23445,9258
6,71594042,71598122,17480,9027,3,21,-12,104,42335,23650,50063,31385,30292,42946,52340,54751,49805,64436,61429,47526,40140,25579,58599,19330
