71547866.000000,71548106.000000,378,378,378,378,378,378,378,378,378,378,363,394,378,378,378,378
71548890.000000,71549130.000000,373,373,373,373,373,373,373,373,373,373,358,389,373,373,373,373
71549402.000000,71549642.000000,377,377,393,362,377,377,377,377,377,377,377,377,377,377,377,377
71550426.000000,71550666.000000,367,367,383,383,375,375,375,375,375,375,375,375,375,375,375,375
71550938.000000,71551178.000000,375,375,375,375,375,375,375,375,360,391,375,375,375,375,375,375
71552986.000000,71553226.000000,366,366,357,374,366,366,366,366,366,366,366,366,366,366,366,366
71554522.000000,71554762.000000,366,366,350,381,366,366,366,366,366,366,366,366,366,366,366,366
71555034.000000,71555274.000000,374,374,359,390,374,374,374,374,374,374,374,374,374,374,374,374
71556314.000000,71556554.000000,359,390,374,374,374,374,374,374,374,374,374,374,374,374,374,374
71556826.000000,71557066.000000,358,389,373,373,373,373,373,373,373,373,373,373,373,373,373,373
71557850.000000,71558090.000000,366,383,375,375,375,375,375,375,375,375,375,375,375,375,375,375
71559386.000000,71559626.000000,350,381,366,366,366,366,366,366,366,366,366,366,366,366,366,366
71560922.000000,71561162.000000,362,362,362,362,362,362,362,362,362,362,377,346,362,362,362,362
71561434.000000,71561674.000000,365,365,365,365,365,365,365,365,380,349,365,365,365,365,365,365
71561946.000000,71562186.000000,364,364,364,364,364,364,364,364,364,364,364,364,364,364,348,379
71562202.000000,71562442.000000,364,364,364,364,364,364,364,364,364,364,379,348,364,364,364,364
71562458.000000,71562698.000000,364,364,364,364,364,364,364,364,379,348,364,364,364,364,364,364
71563738.000000,71563978.000000,370,370,370,370,370,370,370,370,370,370,370,370,354,354,385,385
71564250.000000,71564490.000000,377,377,369,385,377,377,377,377,377,377,377,377,377,377,377,377
71564762.000000,71565002.000000,394,394,371,371,382,382,382,382,382,382,382,382,382,382,382,382
71567066.000000,71567306.000000,379,379,395,364,379,379,379,379,379,379,379,379,379,379,379,379
71567578.000000,71567818.000000,375,375,375,375,391,360,375,375,375,375,375,375,375,375,375,375
71573210.000000,71573450.000000,374,374,390,359,374,374,374,374,374,374,374,374,374,374,374,374
71575002.000000,71575242.000000,372,372,372,372,372,372,372,372,372,372,348,395,372,372,372,372
71576538.000000,71576778.000000,368,368,384,384,376,376,376,376,376,376,376,376,376,376,376,376
71576794.000000,71577034.000000,384,367,376,376,376,376,376,376,376,376,376,376,376,376,376,376
71577562.000000,71577802.000000,376,376,376,376,376,376,376,376,376,376,376,376,376,376,392,361
71579610.000000,71579850.000000,376,376,376,376,361,392,376,376,376,376,376,376,376,376,376,376
71580122.000000,71580362.000000,368,368,384,384,376,376,376,376,376,376,376,376,376,376,376,376
71580634.000000,71580874.000000,377,377,377,377,362,393,377,377,377,377,377,377,377,377,377,377
71581658.000000,71581898.000000,376,376,376,376,376,376,376,376,361,392,376,376,376,376,376,376
71582938.000000,71583178.000000,356,356,379,379,368,368,368,368,368,368,368,368,368,368,368,368
71583450.000000,71583690.000000,368,368,359,376,368,368,368,368,368,368,368,368,368,368,368,368
71583962.000000,71584202.000000,368,368,368,368,352,383,368,368,368,368,368,368,368,368,368,368
71584474.000000,71584714.000000,372,372,372,372,372,372,372,372,372,372,372,372,388,357,372,372
71585498.000000,71585738.000000,375,375,360,391,375,375,375,375,375,375,375,375,375,375,375,375
71587802.000000,71588042.000000,384,384,369,369,376,376,376,376,376,376,376,376,376,376,376,376
71589338.000000,71589578.000000,373,373,358,389,373,373,373,373,373,373,373,373,373,373,373,373
71589850.000000,71590090.000000,373,373,350,397,373,373,373,373,373,373,373,373,373,373,373,373
