6289445,6289685,362,346,362,346,362,346,362,362
6289701,6289941,362,346,362,346,362,362,362,362
6289957,6290197,378,346,362,346,362,362,362,346
6290213,6290453,362,346,378,346,362,362,362,346
6290469,6290709,362,362,362,346,362,362,362,362
6290725,6290965,362,362,362,362,362,362,362,362
6290981,6291221,362,362,362,362,362,362,362,346
6291237,6291477,346,362,362,362,362,362,362,362
6291493,6291733,378,362,378,362,362,362,378,362
6291749,6291989,362,362,362,362,362,362,378,362
6292005,6292245,378,362,378,362,362,362,378,362
6292261,6292501,362,362,378,362,362,362,362,362
6292517,6292757,378,362,362,362,362,362,362,362
6292773,6293013,346,346,378,346,362,362,362,346
6293029,6293269,362,362,362,346,362,362,362,362
6293285,6293525,362,362,362,346,362,362,362,362
6293541,6293781,362,362,362,346,362,362,362,362
6293797,6294037,362,346,362,362,362,362,362,346
6294053,6294293,362,362,362,346,362,362,362,346
6294309,6294549,346,362,362,362,362,346,362,346
6294565,6294805,362,346,362,362,362,346,362,362
6294821,6295061,362,346,362,362,362,362,362,346
6295077,6295317,362,362,362,346,362,362,362,362
6295333,6295573,346,362,362,362,362,362,362,346
6295589,6295829,346,362,378,330,362,362,362,346
6295845,6296085,346,362,362,346,362,362,362,362
6296101,6296341,362,362,362,346,362,362,362,362
6296357,6296597,346,362,362,362,362,346,378,346
6296613,6296853,362,362,346,362,362,362,362,362
6296869,6297109,346,362,378,362,346,362,362,362
6297125,6297365,362,362,362,346,362,362,378,346
6297381,6297621,346,378,362,362,362,362,362,362
6297637,6297877,346,378,362,346,362,362,362,362
6297893,6298133,346,362,378,362,362,346,362,362
6298149,6298389,362,362,362,346,378,362,362,346
6298405,6298645,346,362,362,362,362,362,362,346
6298661,6298901,346,362,362,346,362,362,362,362
6298917,6299157,346,362,362,362,346,362,362,346
6299173,6299413,346,362,362,346,362,362,362,346
6299429,6299669,346,362,362,362,362,362,362,346
6299685,6299925,346,362,362,362,362,362,362,346
6299941,6300181,346,378,362,362,346,362,362,362
6300197,6300437,346,378,346,362,362,362,362,362
6300453,6300693,362,362,362,362,362,362,362,362
6300709,6300949,362,362,362,362,362,362,362,362
6300965,6301205,362,362,362,378,346,378,346,362
6301221,6301461,362,362,346,362,362,378,346,362
6301477,6301717,362,378,362,378,362,362,362,362
6301733,6301973,362,378,362,362,362,362,362,378
6301989,6302229,362,362,362,378,346,362,362,362
6302245,6302485,362,362,378,409,378,378,362,393
6302501,6302741,362,378,362,393,362,362,378,378
6302757,6302997,362,378,362,378,378,378,362,393
6303013,6303253,378,393,362,378,378,378,362,393
6303269,6303509,362,378,362,378,378,362,378,378
6303525,6303765,362,393,362,378,362,362,378,378
6303781,6304021,378,378,346,393,378,362,378,378
6304037,6304277,378,378,362,378,362,378,362,378
6304293,6304533,378,378,362,378,378,362,378,378
6304549,6304789,378,378,362,378,362,378,362,378
6304805,6305045,378,378,362,378,362,378,378,362
6305061,6305301,378,378,362,378,362,378,362,378
6305317,6305557,378,362,378,378,362,378,378,362
6305573,6305813,378,378,362,378,362,378,378,378
6305829,6306069,378,362,378,378,362,378,378,362
6306085,6306325,393,362,362,378,362,378,378,378
6306341,6306581,378,362,378,378,362,378,362,378
6306597,6306837,378,362,378,362,362,378,378,362
6306853,6307093,393,362,378,378,378,362,378,378
6307109,6307349,378,378,378,378,362,378,362,378
6307365,6307605,378,362,378,378,378,378,378,362
6307621,6307861,393,378,378,378,362,378,378,378
6307877,6308117,393,362,378,378,378,378,378,393
6308133,6308373,393,362,393,378,362,378,378,378
6308389,6308629,378,362,393,378,378,378,378,378
6308645,6308885,393,362,378,378,362,378,378,378
6308901,6309141,378,346,393,362,378,378,378,378
6309157,6309397,378,378,378,362,378,378,362,378
6309413,6309653,378,362,378,378,378,378,378,378
6309669,6309909,378,378,378,362,378,378,362,378
6309925,6310165,378,378,378,378,393,378,378,378
6310182,6310421,393,378,378,378,378,378,393,378
6310437,6310677,378,378,393,378,393,378,378,378
6310693,6310933,378,378,378,378,378,378,378,362
6310949,6311189,378,378,378,378,378,378,362,378
6311205,6311445,378,362,378,362,378,378,362,378
6311461,6311701,378,378,378,362,378,378,362,378
6311717,6311957,362,378,378,362,378,378,378,378
6311973,6312213,378,362,393,378,378,362,378,362
6312229,6312469,378,378,378,362,378,362,378,378
6312485,6312725,362,393,378,362,378,362,362,378
6312741,6312981,362,393,362,362,393,362,378,378
6312997,6313237,362,393,378,378,378,362,378,378
6313253,6313493,362,378,378,362,393,362,378,378
6313509,6313749,362,378,378,378,378,362,378,378
6313765,6314005,378,378,362,378,378,378,378,362
6314021,6314261,362,378,378,378,378,362,378,378
6314277,6314517,362,393,362,378,378,378,378,378
6314533,6314773,362,393,378,378,378,362,378,378
6314789,6315029,362,393,362,378,378,378,378,378
6315046,6315285,378,393,378,378,378,378,378,378
6315301,6315541,378,378,378,378,393,378,393,378
6315557,6315797,378,393,378,378,378,378,393,378
6315813,6316053,378,393,362,393,378,393,378,378
6316069,6316309,378,393,362,393,362,378,378,378
6316325,6316565,378,378,362,378,378,393,362,378
6316581,6316821,362,393,362,378,378,362,378,378
6316837,6317077,378,378,362,378,378,378,362,378
6317093,6317333,378,393,362,393,362,378,378,393
6317349,6317589,378,378,362,393,378,378,362,378
6317605,6317845,378,378,362,393,362,378,378,378
6317861,6318101,378,378,362,393,378,378,378,378
6318117,6318357,393,393,362,393,378,378,378,378
6318373,6318613,393,378,362,393,378,393,362,393
6318629,6318869,393,378,378,378,378,378,393,378
6318885,6319125,378,378,378,393,378,378,378,393
6319141,6319381,378,378,378,378,378,378,378,378
6319397,6319637,393,362,378,393,362,393,362,378
6319653,6319893,393,378,393,378,378,378,378,378
6319909,6320149,378,378,378,378,378,393,362,378
6320165,6320405,378,362,378,362,362,378,362,378
6320421,6320661,362,362,362,362,362,362,362,362
6320677,6320917,378,346,362,362,362,362,362,378
6320933,6321173,378,346,362,362,362,362,362,362
6321189,6321429,378,346,378,346,362,362,378,362
6321445,6321685,362,362,362,362,362,362,362,362
6321701,6321941,378,346,378,346,362,378,362,362
6321957,6322197,362,346,362,362,362,362,362,362
6322213,6322453,362,362,362,362,362,362,362,362
6322469,6322709,378,346,362,362,362,362,362,362
6322725,6322965,362,362,378,346,362,378,362,362
6322981,6323221,362,362,362,362,362,362,362,362
6323237,6323477,378,362,362,362,362,362,362,362
6323493,6323733,362,346,378,346,378,346,362,362
6323749,6323989,362,362,378,330,378,362,362,362
6324005,6324245,346,362,378,346,378,362,362,362
6324261,6324501,378,378,378,362,378,378,378,378
6324517,6324757,378,362,393,362,378,378,362,378
6324773,6325013,362,362,378,362,378,362,378,362
6325029,6325269,362,362,378,362,362,362,362,362
6325285,6325525,362,362,393,346,378,378,362,362
6325541,6325781,362,362,378,362,362,362,362,378
6325797,6326037,362,362,362,362,362,378,362,362
6326054,6326293,362,362,362,362,362,362,378,362
6326309,6326549,362,362,362,346,378,362,362,362
6326565,6326805,362,362,378,362,378,346,378,362
6326821,6327061,362,362,362,362,378,362,362,362
6327077,6327317,362,378,378,362,378,346,362,378
6327333,6327573,362,378,362,362,378,362,378,362
6327590,6327829,362,378,362,362,378,362,378,362
6327845,6328085,362,378,362,362,378,362,378,362
6328101,6328341,362,378,362,378,362,362,378,362
6328357,6328597,362,378,362,378,378,362,378,362
6328613,6328853,346,393,378,378,378,362,378,378
6328869,6329109,362,378,362,378,378,362,378,362
6329125,6329365,362,393,362,378,378,362,378,378
6329381,6329621,378,378,362,378,378,362,378,362
6329637,6329877,362,393,362,378,378,362,378,362
6329893,6330133,362,378,362,378,378,362,378,362
6330149,6330389,378,378,362,378,378,362,378,378
6330405,6330645,378,378,346,378,378,378,362,378
6330661,6330901,378,378,362,378,378,362,378,378
6330917,6331157,362,378,362,378,378,362,378,378
6331173,6331413,378,378,378,378,362,362,378,378
6331429,6331669,362,378,362,378,378,362,378,378
6331685,6331925,378,378,362,378,378,362,378,378
6331941,6332181,378,378,346,393,362,378,362,378
6332197,6332437,362,393,362,378,362,378,362,378
6332453,6332693,378,378,362,378,378,362,378,362
6332709,6332949,378,378,362,378,378,362,378,378
6332966,6333205,393,362,346,393,362,378,378,378
6333221,6333461,378,378,378,378,362,362,378,378
6333477,6333717,378,362,362,393,362,378,362,378
6333733,6333973,378,378,362,378,362,378,378,362
6333989,6334229,378,362,378,378,362,378,378,362
6334245,6334485,299,299,315,330,299,299,315,330
6334501,6334741,330,330,315,346,330,330,346,330
6334757,6334997,346,346,346,346,346,346,346,346
6335013,6335253,362,362,362,362,378,362,362,378
6335269,6335509,378,378,378,362,362,378,378,362
6335525,6335765,378,362,378,378,362,362,378,378
6335781,6336021,393,362,378,378,378,378,378,378
6336037,6336277,393,362,393,378,378,378,378,378
6336293,6336533,393,378,378,378,378,378,378,378
6336549,6336789,393,378,393,378,393,378,378,393
6336805,6337045,393,378,393,393,378,393,378,393
6337061,6337301,393,378,393,378,378,393,378,393
6337317,6337557,378,378,393,362,378,378,378,378
6337573,6337813,378,378,378,378,393,378,378,378
