1, 5
2, 5
3, 4
4, 6
5, 4
6, 5
7, 5
8, 5
9, 5
10, 5
11, 5
12, 5
13, 5
14, 5
15, 5
16, 5
17, 5
18, 5
19, 5
20, 5
21, 5
22, 5
23, 5
24, 5
25, 5
26, 5
27, 5
28, 5
29, 4
30, 4
31, 6
32, 6
33, 5
34, 5
35, 5
36, 5
37, 4
38, 4
39, 4
40, 4
41, 6
42, 6
43, 6
44, 6
45, 7
46, 7
47, 7
48, 7
49, 8
50, 8
51, 8
52, 8
53, 8
54, 8
55, 8
56, 8
57, 8
58, 8
59, 8
60, 8
61, 8
62, 9
63, 8
64, 9
65, 11
66, 7
67, 9
68, 9
69, 9
70, 9
71, 9
72, 9
73, 9
74, 9
75, 9
76, 9
77, 9
78, 9
79, 8
80, 9
81, 9
82, 9
83, 9
84, 9
85, 9
86, 9
87, 9
88, 9
89, 9
90, 9
91, 9
92, 9
93, 9
94, 9
95, 9
96, 9
97, 8
98, 8
99, 8
100, 8
101, 10
102, 10
103, 10
104, 10
105, 9
106, 9
107, 9
108, 9
109, 9
110, 9
111, 9
112, 9
113, 9
114, 9
115, 9
116, 9
117, 11
118, 7
119, 9
120, 9
121, 9
122, 9
123, 9
124, 9
125, 10
126, 9
127, 9
128, 9
129, 9
130, 9
131, 9
132, 9
133, 9
134, 9
135, 9
136, 9
137, 8
138, 7
139, 10
140, 10
141, 9
142, 9
143, 9
144, 9
145, 9
146, 9
147, 9
148, 9
149, 9
150, 9
151, 9
152, 9
153, 9
154, 9
155, 9
156, 9
157, 8
158, 8
159, 10
160, 10
161, 12
162, 7
163, 9
164, 9
165, 9
166, 9
167, 9
168, 9
169, 10
170, 10
171, 10
172, 10
173, 8
174, 10
175, 9
176, 9
177, 9
178, 10
179, 9
180, 9
181, 9
182, 10
183, 9
184, 9
185, 9
186, 9
187, 9
188, 9
189, 9
190, 9
191, 9
192, 9
193, 8
194, 8
195, 10
196, 11
197, 9
198, 9
199, 9
200, 9
201, 11
202, 8
203, 9
204, 9
205, 9
206, 9
207, 9
208, 9
209, 9
210, 9
211, 9
212, 9
213, 9
214, 9
215, 9
216, 9
217, 9
218, 10
219, 8
220, 8
221, 9
222, 9
223, 9
224, 9
225, 9
226, 9
227, 9
228, 9
229, 9
230, 9
231, 9
232, 9
233, 9
234, 9
235, 9
236, 9
237, 9
238, 9
239, 9
240, 9
241, 9
242, 9
243, 9
244, 9
245, 9
246, 9
247, 9
248, 9
249, 9
250, 9
251, 9
252, 9
253, 9
254, 9
255, 9
256, 9
257, 10
258, 10
259, 10
260, 10
261, 10
262, 10
263, 10
264, 10
265, 10
266, 10
267, 10
268, 10
269, 10
270, 10
271, 10
272, 10
273, 11
274, 11
275, 11
276, 11
277, 8
278, 8
279, 8
280, 8
281, 10
282, 9
283, 9
284, 10
285, 11
286, 10
287, 9
288, 8
289, 9
290, 10
291, 10
292, 10
293, 10
294, 10
295, 9
296, 10
297, 10
298, 10
299, 10
300, 10
301, 10
302, 10
303, 10
304, 10
305, 10
306, 10
307, 10
308, 8
309, 9
310, 10
311, 10
312, 10
313, 10
314, 10
315, 10
316, 9
317, 10
318, 9
319, 10
320, 10
321, 9
322, 9
323, 9
324, 9
325, 9
326, 9
327, 9
328, 9
329, 6
330, 6
331, 6
332, 6
333, 6
334, 6
335, 6
336, 6
337, 5
338, 5
339, 6
340, 6
341, 5
342, 5
343, 5
344, 5
345, 5
346, 6
347, 5
348, 5
349, 5
350, 5
351, 5
352, 6
353, 5
354, 5
355, 5
356, 5
357, 5
358, 5
359, 5
360, 5
361, 5
362, 5
363, 5
364, 5
365, 4
366, 7
367, 5
368, 5
369, 5
370, 5
371, 5
372, 5
373, 5
374, 5
375, 5
376, 5
377, 5
378, 5
379, 4
380, 4
381, 5
382, 8
383, 6
384, 6
385, 9
386, 9
387, 8
388, 8
389, 9
390, 9
391, 9
392, 9
393, 9
394, 9
395, 8
396, 9
397, 9
398, 9
399, 9
400, 8
401, 9
402, 9
403, 9
404, 9
405, 9
406, 9
407, 9
408, 9
409, 9
410, 9
411, 9
412, 9
413, 9
414, 9
415, 8
416, 8
417, 9
418, 9
419, 10
420, 8
421, 9
422, 9
423, 9
424, 9
425, 9
426, 9
427, 9
428, 9
429, 8
430, 9
431, 9
432, 9
433, 9
434, 9
435, 9
436, 9
437, 10
438, 8
439, 9
440, 9
441, 9
442, 9
443, 9
444, 9
445, 9
446, 9
447, 9
448, 9
449, 9
450, 9
451, 9
452, 9
453, 9
454, 9
455, 9
456, 9
457, 10
458, 7
459, 9
460, 9
461, 9
462, 8
463, 8
464, 10
465, 9
466, 9
467, 9
468, 9
469, 8
470, 8
471, 8
472, 8
473, 9
474, 9
475, 9
476, 9
477, 8
478, 10
479, 6
480, 11
481, 9
482, 9
483, 9
484, 9
485, 7
486, 10
487, 9
488, 9
489, 9
490, 9
491, 9
492, 9
493, 9
494, 9
495, 9
496, 9
497, 9
498, 9
499, 9
500, 9
501, 8
502, 8
503, 10
504, 10
505, 9
506, 9
507, 9
508, 9
509, 10
510, 8
511, 9
512, 9
513, 9
514, 9
515, 9
