1373518476.987920,5,5259,0,1,-9,106,0,0,0,16824,0,16256,0,49488
1373518477.132720,5,15777,0,0,-9,105,0,0,0,16806,0,16256,0,49460
1373518477.378006,5,47331,0,0,-10,106,0,0,0,16806,0,16256,0,49484
1373518477.650366,5,10921,0,0,-10,104,0,0,0,16810,0,16256,0,49476
1373518477.887910,5,32763,0,0,-13,106,0,0,0,16816,0,16256,0,49448
1373518478.220233,5,32753,0,1,-13,107,0,0,0,16806,0,16256,0,49460
1373518478.651324,5,32633,0,0,-10,105,0,0,0,16806,0,16256,0,49468
1373518478.874846,5,32363,0,0,-9,108,0,0,0,16802,0,16256,0,49484
1373518479.222086,5,31553,0,1,-10,107,0,0,0,16808,0,16256,0,49488
1373518479.754777,5,21833,0,1,-9,104,0,0,0,16808,0,16256,0,49480
1373518479.871599,5,65499,0,0,-9,108,0,0,0,16808,0,16256,0,49480
1373518480.143971,5,65425,0,0,-9,106,0,0,0,16806,0,16256,0,49524
1373518480.375547,5,65203,0,0,-10,106,0,0,0,16818,0,16256,0,49476
1373518480.715647,5,64537,0,1,-10,106,0,0,0,16810,0,16256,0,49516
1373518480.871267,5,62539,0,0,-12,106,0,0,0,16816,0,16256,0,49488
1373518481.121703,5,56545,0,0,-9,106,0,0,0,16820,0,16256,0,49504
1373518481.406105,5,38563,0,0,-9,106,0,0,0,16816,0,16256,0,49536
1373518481.619492,5,50153,0,0,-12,107,0,0,0,16814,0,16256,0,49484
1373518481.864906,5,19387,0,0,-10,108,0,0,0,16798,0,16256,0,49500
1373518482.105340,5,58161,0,0,-13,105,0,0,0,16802,0,16256,0,49516
1373518482.359864,5,43411,0,0,-13,103,0,0,0,16744,0,16256,0,49424
1373518482.661062,5,64697,0,0,-13,106,0,0,0,16708,0,16256,0,49420
1373518482.900575,5,63019,0,0,-9,108,0,0,0,16708,0,16256,0,49400
1373518483.123010,5,57985,0,0,-13,104,0,0,0,16696,0,16256,0,49360
1373518483.500153,5,42883,0,1,-9,105,0,0,0,16696,0,16256,0,49360
1373518483.612117,5,63113,0,0,-13,106,0,0,0,16688,0,16256,0,49376
1373518483.853568,5,58267,0,0,-14,105,0,0,0,16704,0,16256,0,49416
1373518484.113902,5,43729,0,0,-9,107,0,0,0,16712,0,16256,0,49416
1373518484.358504,5,115,0,0,-8,105,0,0,0,16708,0,16256,0,49420
1373518484.640845,5,345,0,0,-9,107,0,0,0,16716,0,16256,0,49428
1373518484.872370,5,1035,0,0,-9,107,0,0,0,16708,0,16256,0,49384
1373518485.115779,5,3105,0,0,-9,107,0,0,0,16696,0,16256,0,49376
1373518485.371267,5,9315,0,0,-9,106,0,0,0,16700,0,16256,0,49420
1373518485.611821,5,27945,0,0,-14,106,0,0,0,16700,0,16256,0,49384
1373518485.858366,5,18299,0,0,-14,104,0,0,0,16696,0,16256,0,49408
1373518486.111812,5,54897,0,0,-13,106,0,0,0,16700,0,16256,0,49420
1373518486.362238,5,33619,0,0,-14,106,0,0,0,16708,0,16256,0,49420
1373518486.706526,5,35321,0,1,-14,106,0,0,0,16708,0,16256,0,49428
1373518486.869133,5,40427,0,0,-9,107,0,0,0,16704,0,16256,0,49392
1373518487.113706,5,55745,0,0,-15,106,0,0,0,16688,0,16256,0,49408
1373518487.364143,5,36163,0,0,-14,107,0,0,0,16696,0,16256,0,49416
1373518487.624561,5,42953,0,0,-14,105,0,0,0,16700,0,16256,0,49384
1373518487.868007,5,63323,0,0,-14,106,0,0,0,16692,0,16256,0,49368
1373518488.113566,5,58897,0,0,-14,105,0,0,0,16688,0,16256,0,49392
1373518488.366976,5,45619,0,0,-9,105,0,0,0,16704,0,16256,0,49424
1373518488.710150,5,5785,0,1,-9,107,0,0,0,16704,0,16256,0,49408
1373518488.952651,5,17355,0,1,-9,107,0,0,0,16696,0,16256,0,49360
1373518489.114301,5,52065,0,0,-10,105,0,0,0,16696,0,16256,0,49408
1373518489.402640,5,25123,0,0,-9,106,0,0,0,16696,0,16256,0,49392
1373518489.619173,5,9833,0,0,-14,105,0,0,0,16696,0,16256,0,49376
1373518489.854655,5,29499,0,0,-9,107,0,0,0,16692,0,16256,0,49412
1373518490.106160,5,22961,0,0,-14,103,0,0,0,16704,0,16256,0,49424
1373518490.387550,5,3347,0,0,-10,104,0,0,0,16708,0,16256,0,49428
1373518490.708864,5,10041,0,1,-14,106,0,0,0,16708,0,16256,0,49384
1373518490.873436,5,30123,0,0,-14,107,0,0,0,16696,0,16256,0,49376
1373518491.118789,5,24833,0,0,-14,107,0,0,0,16692,0,16256,0,49368
1373518491.621785,5,26889,0,0,-9,106,0,0,0,16700,0,16256,0,49400
1373518491.880161,5,15131,0,0,-14,107,0,0,0,16696,0,16256,0,49360
1373518492.122695,5,45393,0,0,-10,106,0,0,0,16696,0,16256,0,49360
1373518493.126575,5,6817,0,0,-10,106,0,0,0,16692,0,16256,0,49368
1373518493.718128,5,61353,0,1,-13,105,0,0,0,16790,0,16256,0,49452
1373518494.125277,5,27889,0,0,-10,106,0,0,0,16800,0,16256,0,49464
1373518494.404654,5,18131,0,0,-9,106,0,0,0,16798,0,16256,0,49468
1373518494.642200,5,54393,0,0,-9,106,0,0,0,16794,0,16256,0,49452
