1373518474.799153,1,54057,0,0,-7,108,5,0,5,0,6,0,5,0,4,0,5,0,11,0,1,0
1373518474.828107,1,31099,1,0,-7,108,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518474.916140,1,27761,0,0,-7,108,5,0,5,0,5,0,6,0,4,0,5,0,6,0,7,0
1373518474.944092,1,17747,1,0,-7,108,2,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518475.043624,1,53241,0,0,-8,108,5,0,5,0,5,0,6,0,4,0,10,0,1,0,4,0
1373518475.076093,1,28651,1,0,-6,108,5,0,5,0,6,0,5,0,4,0,6,0,5,0,5,0
1373518475.175615,1,20417,0,0,-7,108,5,0,5,0,5,0,5,0,5,0,5,0,10,0,0,0
1373518475.203589,1,61251,1,0,-4,107,5,0,6,0,4,0,5,0,5,0,5,0,5,0,5,0
1373518475.300124,1,52681,0,0,-7,108,5,0,5,0,5,0,7,0,3,0,5,0,11,0,0,0
1373518475.328101,1,26971,1,0,-7,108,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518475.420149,1,15377,0,0,-6,108,5,0,5,0,5,0,6,0,4,0,5,0,11,0,0,0
1373518475.448093,1,46131,1,0,-7,108,5,0,4,0,5,0,5,0,6,0,4,0,5,0,5,0
1373518475.547616,1,7321,0,0,-7,108,6,0,5,0,6,0,4,0,5,0,5,0,9,0,1,0
1373518475.576140,1,21963,1,0,-7,108,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518475.668115,1,353,0,0,-7,108,5,0,5,0,5,0,5,0,5,0,5,0,5,0,10,0
1373518475.699610,1,1059,1,0,-7,108,1,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518475.800116,1,3177,0,0,-7,107,5,0,5,0,6,0,4,0,5,0,6,0,9,0,0,0
1373518475.824141,1,9531,1,0,-7,107,5,0,5,0,6,0,4,0,5,0,5,0,5,0,5,0
1373518475.920149,1,28593,0,0,-7,108,5,0,5,0,5,0,8,0,3,0,4,0,12,0,0,0
1373518475.952143,1,20243,1,0,-4,107,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518476.048092,1,60729,0,0,-4,108,5,0,5,0,5,0,5,0,5,0,5,0,12,0,0,0
1373518476.071665,1,51115,1,0,-7,108,3,0,5,0,5,0,5,0,5,0,6,0,5,0,5,0
1373518476.175658,1,22273,0,0,-4,108,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518476.200183,1,1283,1,0,-6,108,5,0,8,0,2,0,5,0,5,0,5,0,5,0,5,0
1373518476.296175,1,3849,0,0,-4,108,5,0,5,0,5,0,5,0,5,0,5,0,6,0,7,0
1373518476.324109,1,11547,1,0,-7,108,2,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
1373518476.424159,1,34641,0,0,-4,108,5,0,5,0,5,0,6,0,5,0,4,0,6,0,7,0
1373518476.456093,1,38387,1,0,-4,108,3,0,4,0,5,0,6,0,5,0,4,0,6,0,5,0
1373518476.547642,1,49625,0,0,-7,107,5,0,5,0,5,0,5,0,5,0,5,0,5,0,8,0
1373518476.575576,1,17803,1,0,-4,107,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
