1373518476.754576,6,23259,43963,3885,33182,23925,32021,54487,41122,19813,753,42139,28813,8988,23392,3109
1373518476.866199,6,17955,4,3,-26,107,62018,19083,3738,23346,35116,36510,35826,62448,54537,12055,20522,47048,24520,37105,17941,3913
1373518476.936067,6,53865,5,4,-25,108,36341,36915,45039,26877,31698,13885,3685,33137,3812,54853
1373518478.463740,6,30523,0,0,-25,103,176,0,35982,11260,25246,43677,35269,56269,44381,36305,39299,37983,25670,56450,51184,60681
1373518478.776951,6,26033,1,3,-23,106,55748,2456,21529,8868,54413,20244,43668,38285,63103,5279,21511,44753,8129,43114,34068,58568
1373518478.827931,6,12563,2,3,-22,103,54760,12973,12539,62653,27180,26294,2340,39201,44750,16207,8254,12227,42950,9473,58169,36199
1373518478.925651,6,37689,3,4,-23,106,5019,18450,31649,55433,52923,5083,50719,39874,55623,23220,40385,16120,25609,8340,20060,15260
1373518479.097296,6,47531,4,6,-23,103,56607,31658,48583,55319,54326,63222,53739,11766,30235,11635,43412,22814,30941,23457,7062,53231
1373518479.135327,6,11521,5,6,-23,104,41512,25540,47628,27009,41061,45810,6460,63385,36074,37399
1373518480.450346,6,34563,0,0,-25,102,144,0,19562,60247,22779,21661,58117,22234,16325,59515,34282,63967,49509,35658,28235,33981
1373518480.502177,6,38153,1,0,-25,105,33225,48038,46951,42381,61063,57530,17966,62726,44762,19519,2209,5902,29601,964,4945,28571
1373518480.555980,6,48923,2,0,-25,104,16848,61780,2228,38736,27798,23244,33820,65293,18570,61854,5488,45524,18294,35713,13292,65304
1373518480.609867,6,15697,3,0,-25,107,3994,25964,44832,40558,58661,10054,9536,55272,58571,58168,10485,56502,36836,50354,18838,28743
1373518480.650772,6,47091,4,0,-24,106,4190,40559,731,59662,1456,11397,3936,63352,54725,28285
1373518482.461537,6,10201,0,0,-25,106,176,0,22881,1672,28630,41398,38218,10832,65422,44466,54720,57148,43483,9076,27932,11239
1373518482.580176,6,30603,1,1,-25,106,18348,9041,32938,53102,59137,65397,59730,35779,23782,60827,14150,23250,54857,58976,20679,23603
1373518482.634112,6,26273,2,1,-25,107,13649,65193,14724,16749,49357,12813,11184,5733,65356,55584,15474,22792,37255,47585,58455,43924
1373518482.748755,6,13283,3,2,-24,105,32796,3353,24291,37500,64871,2903,48442,48371,57866,14650,33578,12692,61010,56300,25449,52687
1373518482.878588,6,39849,4,3,-25,107,10477,34025,50865,9387,11172,37171,37008,42712,50887,44262,58929,32648,46258,8316,48184,44916
1373518482.989305,6,54011,5,4,-22,102,53901,14522,35355,47642,48773,5641,47188,43033,4637,25269
1373518484.444219,6,30961,0,0,-17,104,128,0,57091,52882,61368,29179,21436,43293,2585,8167,22982,31574,40985,21647,11011,6547
1373518484.498183,6,27347,1,0,-18,105,49514,40775,23232,1251,12623,55408,35947,29995,39284,23055,42253,25186,51899,55796,34846,15270
1373518484.549074,6,16505,2,0,-17,106,51990,42016,50150,5324,573,46094,877,20573,45715,1046,14064,26864,41276,61873,52439,56994
1373518484.602949,6,49515,3,0,-17,104,50635,53804,55135,31706,35512,44892,28548,49010,64471,34635,53717,21885,30083,62597,2534,35967
1373518484.619955,6,17473,4,0,-17,106,5298,39743
1373518486.451113,6,52419,0,0,-19,103,128,0,31706,17141,23108,65404,54777,3495,60858,29633,47209,55181,53863,16905,10709,15219
1373518486.502085,6,26185,1,0,-20,106,547,40284,23959,40530,34958,3140,50,43577,46472,22214,19513,29081,64841,62062,25536,28658
1373518486.554909,6,13019,2,0,-21,106,56510,59192,20237,42370,42945,37563,147,36139,60510,8177,15802,7978,12453,52887,60506,24900
1373518486.607757,6,39057,3,0,-21,104,12868,6403,28334,41215,51287,48376,144,52636,11251,14732,36353,24722,61345,54747,64119,35151
1373518486.622807,6,51635,4,0,-22,107,23527,33391
1373518488.442840,6,23833,0,0,-21,102,128,0,19529,19482,57046,64294,2174,41347,16366,36360,18770,34026,104,51336,47833,47583
1373518488.495670,6,5963,1,0,-22,103,4935,64553,58753,61874,11486,31849,20599,21289,44926,28334,21291,29346,27467,1870,56353,5760
1373518488.548575,6,17889,2,0,-22,102,26651,42081,25635,28495,23673,29045,30640,59325,8793,1054,50530,27570,52295,14530,26969,36539
1373518488.601471,6,53667,3,0,-21,107,63927,2080,25673,51607,21415,30933,59430,9511,24227,54766,654,41222,3667,65468,11207,50024
1373518488.616353,6,29929,4,0,-23,103,5994,20592
1373518490.453257,6,24251,0,0,-23,107,128,0,330,53513,57008,7845,24741,2046,39810,19757,11543,1380,13208,55284,50962,19985
1373518490.505117,6,7217,1,0,-25,107,13859,26223,486,63440,5771,34749,6436,35336,10255,51079,32155,26152,45943,38332,42949,65501
1373518490.557019,6,21651,2,0,-26,108,61323,44291,20564,35368,1322,27449,41626,63994,62586,36677,5008,793,53753,51386,13810,28689
1373518490.609919,6,64953,3,0,-26,107,20532,37202,12606,30984,43868,4877,4728,21031,56464,10812,60324,62256,41087,44988,9465,9404
1373518490.624920,6,63787,4,0,-24,107,62084,22338
1373518492.479892,6,60289,0,0,-22,108,144,0,55537,46287,6892,35949,8286,52790,17766,21743,14152,9000,3530,53011,59449,37043
1373518492.666493,6,49795,1,2,-22,106,20283,50459,27289,61759,15567,43623,46234,7033,36028,4212,31850,30990,28635,64480,58123,55592
1373518492.718239,6,18313,2,2,-22,103,52224,5608,64909,39634,22646,33880,56364,40410,56198,36030,64901,21669,54908,14328,53923,29610
1373518493.307068,6,54939,3,8,-19,106,36544,59031,9640,54730,44283,65256,27637,52333,38660,359,56380,30744,18903,45850,51512,7188
1373518493.394901,6,33745,4,9,-17,94,58551,26876,39549,50630,58682,41048,16019,815,53940,32930
1373518494.469526,6,35699,0,0,-21,100,192,0,32892,30676,55778,35713,36188,24348,26021,11887,7429,40835,6900,49201,56497,42780
1373518494.521531,6,41561,1,0,-21,105,60018,9054,12649,35615,34738,23102,44331,45860,31042,50304,39768,13308,53993,59983,42509,41323
1373518494.877677,6,59147,2,4,-19,105,53368,60260,55314,58232,26706,31646,8858,13493,19558,26895,2064,37510,29049,49167,23027,49682
1373518494.959521,6,46369,3,4,-21,106,2078,50697,61852,46248,35574,58419,1719,26498,53029,5879,16972,54828,52043,22876,5604,59871
1373518495.090419,6,8035,4,6,-25,108,34656,55235,13843,18434,18524,12275,5022,20231,56705,52763,45929,2960,22603,13418,19979,6756
1373518495.144041,6,24105,5,6,-24,108,9895,59452,17437,18386,22532,42780,22227,14318,65150,1713,14904,963,38914,6822,23709,52630
1373518495.223786,6,6779,6,7,-24,107,24181,20877
1373518496.457868,6,20337,0,0,-23,107,176,0,4993,3195,61041,61522,29157,5801,41873,54086,60060,17765,58886,27722,26957,64239
1373518496.869032,6,61011,1,4,-21,104,25285,14838,18731,42164,42660,44534,44432,62703,58371,39059,44882,8923,41572,47121,5883,7501
1373518496.928857,6,51961,2,4,-20,105,33168,9172,44900,22841,35248,23951,5576,22454,33737,2170,53585,29595,2008,16991,20922,19933
1373518496.999711,6,24811,3,5,-21,103,34569,1337,47197,60134,6491,46543,44815,53753,23863,48080,59860,53007,3580,53363,6083,35142
1373518497.144289,6,8897,4,6,-20,101,30229,35302,2230,26948,64390,47634,10435,19144,48440,30072,25613,21385,50595,29660,61713,18952
1373518497.266081,6,26691,5,7,-21,105,51938,36360,41795,64408,45760,12173,37700,26080,30599,62278
1373518498.457308,6,14537,0,0,-20,104,176,0,44714,4409,55662,57177,60807,36805,42703,34110,52404,46594,34436,3352,20514,62391
1373518498.508234,6,43611,1,0,-21,103,3729,26358,41211,2358,16964,51393,35203,6997,757,39648,13621,40447,9047,9954,10034,55266
1373518498.562036,6,65297,2,0,-21,104,40674,41171,24456,30221,17905,13316,1586,35900,26795,37611,42568,8725,34710,63575,42424,11823
1373518498.614969,6,64819,3,0,-19,104,10593,8279,10577,35045,11195,35387,18611,46244,46461,23603,21801,41160,24525,44834,64845,1034
1373518498.665847,6,63385,4,0,-20,104,40911,34253,14015,19963,35892,7947,1623,45956,58548,53355,38365,48351,8125,41025,24195,29592
1373518498.818623,6,59083,5,2,-20,101,11796,40961,36080,1165,4755,51178,36719,20640,6008,41354
1373518500.495981,6,46177,0,0,-21,104,224,0,23403,63593,6934,49307,2647,31493,13582,48705,27659,54284,43426,27732,51197,26848
1373518500.548763,6,7459,1,0,-22,106,63088,37487,25857,45692,802,22864,9286,48830,14067,30775,17783,18863,17346,15803,8355,37503
1373518500.601659,6,22377,2,0,-23,106,31322,8227,28721,3965,25844,24794,3008,33640,29357,18187,36849,37159,64945,58215,58632,24230
