1663006,1665038,0,0,56063,17796,0,16256,35992,16943,0,16940,3815,49600,0,17028,3059,16821
1663006,1665038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1663006,1665038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1663006,1665038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1669150,1671182,0,0,39267,17794,0,16448,11328,49600,0,16256,13740,49589,0,17024,3059,49589
1669150,1671182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1669150,1671182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1669150,1671182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1691678,1693710,0,0,33468,17794,0,16256,56486,16971,0,16384,10558,16816,0,17074,3059,16821
1691678,1693710,0,17090,3059,16821,0,17092,3059,16821,0,17108,3059,16821,0,17110,3059,16821
1691678,1693710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1691678,1693710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1714206,1716238,0,0,27070,17796,0,17030,3059,16821,0,17040,3059,49589,0,17064,3059,16821
1714206,1716238,0,17088,3059,49589,0,17096,3059,16821,0,17104,3059,49589,0,17112,3059,16821
1714206,1716238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1714206,1716238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1718302,1720334,0,0,32869,17796,0,17120,51446,16903,0,17040,3059,16821,0,17046,3059,49589
1718302,1720334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1718302,1720334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1718302,1720334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1724446,1726478,0,0,13173,17794,0,17042,3059,49589,0,17048,3059,16821,0,17070,3059,16821
1724446,1726478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1724446,1726478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1724446,1726478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1726494,1728526,0,0,39267,17794,0,17046,3059,49589,0,17054,3059,16821,0,17062,3059,49589
1726494,1728526,0,17064,3059,49589,0,17070,3059,16821,0,17104,3059,16821,0,17136,3059,16821
1726494,1728526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1726494,1728526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1728542,1730574,0,0,59563,17794,0,17024,3059,16821,0,17042,3059,16821,0,17066,3059,49589
1728542,1730574,0,17072,3059,16821,0,17118,3059,49589,0,17134,3059,49589,0,17142,3059,16821
1728542,1730574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1728542,1730574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1730590,1732622,0,0,39267,17794,0,17078,51446,16903,0,17030,3059,16821,0,17072,3059,49589
1730590,1732622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1730590,1732622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
